grid_id,district_name,base_year,target_year,year,risk_state,rvri,mismatch_gap,delta_rvri,delta_mismatch_gap,spatial_lag_rvri,neighbor_high_ratio,neighbor_env_level,lisa_type,is_edge_zone,neighbor_count,pred_probability,prob_rank_pct,top_decile_flag
G_025960,曲江区,2023,2024,2023,0,0.2850399117366634,-5.174991457108951,-0.1756492250667804,-3.277496921312405,0.3923460075458245,0.1666666666666666,low,LL,0,6,0.04914025549155023,0.34615384615384615,0
G_059641,新丰县,2023,2024,2023,0,0.2437353697965448,-6.833681890615235,-0.2969388551265519,-8.06267361938255,0.3261692477874547,0.1428571428571428,low,LL,0,7,0.04874438840777782,0.34065934065934067,0
G_026997,武江区,2023,2024,2023,0,0.156155971894482,-16.03498295302576,-0.1380832418735871,-1.5866488861601429,0.174549212384887,0.0,low,LL,0,8,0.048260154213968974,0.3351648351648352,0
G_025173,武江区,2023,2024,2023,0,0.2813730700715508,-7.079926298294655,-0.0953572022898697,-0.3575896685913999,0.3626608283538638,0.375,low,LL,0,8,0.047953298019663027,0.3296703296703297,0
G_027611,武江区,2023,2024,2023,0,0.1324168012084704,-14.960811335020006,-0.1263229686347717,-0.5663406767011168,0.2743522901336855,0.0,low,LL,0,7,0.047650336918135576,0.32417582417582413,0
G_024383,武江区,2023,2024,2023,0,0.1371223630910425,-12.794371364892209,-0.0880084919190911,1.2020217968342737,0.2981517573055245,0.125,low,LL,0,8,0.04627507932688109,0.31868131868131866,0
G_023978,武江区,2023,2024,2023,0,0.1632189926244331,-11.761277669440618,-0.2727167499747711,-5.4648272796149975,0.3822112760323687,0.375,low,LL,0,8,0.04598133313070686,0.3131868131868132,0
G_029664,曲江区,2023,2024,2023,0,0.3115448221162178,-3.4295412851684066,-0.04455127797057,0.3354626176211575,0.4283534483571397,0.4285714285714285,low,LL,0,7,0.045746000250582286,0.3076923076923077,0
G_027001,武江区,2023,2024,2023,0,0.2940042865075884,-4.752398990582936,-0.0922041307273326,-0.848225591180884,0.3319865534153803,0.125,low,LL,0,8,0.04564320781456143,0.30219780219780223,0
G_036352,仁化县,2023,2024,2023,0,0.3163197079853393,-2.874553949248837,-0.0902560363575011,-1.350706387621276,0.4335738750786562,0.5,low,LL,0,6,0.045185606230188476,0.29670329670329665,0
G_026387,武江区,2023,2024,2023,0,0.2426047432749119,-10.3255457191199,-0.0947877687819183,-0.6714085625981259,0.1856392299414406,0.0,low,LL,0,8,0.04399099585054029,0.2912087912087912,0
G_017643,乳源瑶族自治县,2023,2024,2023,0,0.2964188057079249,-6.048618879435258,-0.0611917969497418,0.3465589777944409,0.3843875099442975,0.25,low,LL,0,4,0.043832909591553934,0.2857142857142857,0
