grid_id,district_name,base_year,target_year,year,risk_state,rvri,mismatch_gap,delta_rvri,delta_mismatch_gap,spatial_lag_rvri,neighbor_high_ratio,neighbor_env_level,lisa_type,is_edge_zone,neighbor_count,pred_probability,prob_rank_pct,top_decile_flag
G_056673,新丰县,2023,2024,2023,0,0.2746272539364087,-3.92442022794177,-0.0751087644120356,-0.7963485793070411,0.5006194758750698,0.6,low,NS,0,5,0.0417051357415383,0.2802197802197802,0
G_060598,新丰县,2023,2024,2023,0,0.2263524655031253,-6.673764011099912,-0.1243119424763471,-0.9924939767148544,0.3176439338295063,0.0,low,LL,0,6,0.04076404564441572,0.27472527472527475,0
G_026998,武江区,2023,2024,2023,0,0.1252126913821737,-16.304477648884763,-0.1675937227517875,-2.3993610544316173,0.1739916205635217,0.0,low,LL,0,8,0.040523502091996594,0.2692307692307693,0
G_027201,武江区,2023,2024,2023,0,0.1733142171604867,-14.261064275733974,-0.1866888860025171,-3.451131207834745,0.2371377052467616,0.0,low,LL,0,7,0.03977819534773178,0.2637362637362637,0
G_026386,武江区,2023,2024,2023,0,0.1516272238392778,-15.752369815841991,-0.5846051644253321,-18.58638463982708,0.2338574510631674,0.125,low,LL,0,8,0.03901576497745586,0.2582417582417582,0
G_027199,武江区,2023,2024,2023,0,0.2685669624434884,-12.886304266739238,-0.1810107898854124,-4.341818065989598,0.287462164302055,0.0,low,LL,0,5,0.038114192089345314,0.25274725274725274,0
G_026795,武江区,2023,2024,2023,0,0.1266856372112611,-15.731948144039,-0.1774590919229006,-2.2720818384495782,0.1445589843060275,0.0,low,LL,0,8,0.0371701536100547,0.24725274725274726,0
G_025574,武江区,2023,2024,2023,0,0.2999546761136722,-3.832973047299833,-0.1028752379995341,-0.7782425494464569,0.3670862646548276,0.1428571428571428,low,LL,0,7,0.036884354060635983,0.2417582417582418,0
G_058356,新丰县,2023,2024,2023,0,0.2476737724758729,-4.935408856223535,0.0033506326325578,2.594964009513485,0.4530373763344267,0.3333333333333333,low,LL,0,6,0.035602965047563905,0.2362637362637363,0
G_025181,武江区,2023,2024,2023,0,0.2587941722116513,-6.40468569981782,-0.0630961484647563,0.4957804024593768,0.3623553679329858,0.1428571428571428,low,LL,0,7,0.03552763062070524,0.23076923076923073,0
G_027607,武江区,2023,2024,2023,0,0.2790495707752718,-10.908855043171464,-0.1010412367754922,-1.1727614594752591,0.3810184707169184,0.5,low,LL,0,6,0.034370108688156396,0.22527472527472525,0
G_030119,曲江区,2023,2024,2023,0,0.2180215475033266,-7.108201078154639,-0.0964964279808922,-0.7134507237926488,0.4503700319146875,0.5714285714285714,low,LL,0,7,0.034198823210013225,0.21978021978021978,0
G_058998,新丰县,2023,2024,2023,0,0.3153104476690184,-3.932532406035464,-0.0998256445029676,-1.283535213087323,0.4362047358701623,0.4,low,LL,0,5,0.03244832036254041,0.2142857142857143,0
G_026797,武江区,2023,2024,2023,0,0.2461272567429072,-4.761013599502584,-0.0714304573392287,0.4645160351101847,0.3568459991332751,0.25,low,LL,0,8,0.031652412019884196,0.20879120879120883,0
G_012690,乳源瑶族自治县,2023,2024,2023,0,0.2913741972533801,-3.820347420476778,-0.0534855939144555,0.2143303523619866,0.3926696133858322,0.4,low,LL,0,5,0.03151746537015415,0.20329670329670335,0
G_025374,武江区,2023,2024,2023,0,0.2781141225294729,-4.256037349475074,-0.1069883887750089,-0.7186204658336983,0.3420984190601181,0.1428571428571428,low,LL,0,7,0.030302287548261583,0.19780219780219777,0
G_027610,武江区,2023,2024,2023,0,0.1308777479267,-14.472864436564512,-0.1444884679711366,-1.294825278047144,0.2427114353780934,0.0,low,LL,0,6,0.02984672936367686,0.1923076923076923,0
G_061223,新丰县,2023,2024,2023,0,0.3189874780535595,-3.018248922707402,-0.0671721104420973,0.3639769248487599,0.432167962092685,0.6666666666666666,low,LL,0,6,0.029658292932434837,0.18681318681318682,0
G_026184,武江区,2023,2024,2023,0,0.208085039039773,-7.139714891669064,-0.0801507331641951,0.2446768546400317,0.3048384285871016,0.0,low,LL,0,7,0.028960897679013706,0.18131868131868134,0
G_026592,武江区,2023,2024,2023,0,0.1648095803446526,-9.694843281594896,-0.2223982900257506,-4.586473850693947,0.2377555328892741,0.0,low,LL,0,8,0.028951653824098297,0.17582417582417587,0
G_026591,武江区,2023,2024,2023,0,0.0822476166341309,-16.367236352926422,-0.2936441905170551,-6.340573672418902,0.1459945851090887,0.0,low,LL,0,8,0.028489269155977034,0.17032967032967028,0
G_026793,武江区,2023,2024,2023,0,0.1565046192469161,-15.251703315013062,-0.1493705072698746,-1.6494082045410057,0.1216264125202175,0.0,low,LL,0,7,0.028109691790968856,0.1648351648351648,0
G_023768,武江区,2023,2024,2023,0,0.3196822316713719,-3.6717941706940382,-0.1478674317529337,-2.484095784304941,0.4702293039310987,0.7142857142857143,low,LL,0,7,0.027769281620752678,0.15934065934065933,0
G_060597,新丰县,2023,2024,2023,0,0.2665114950107354,-4.956813693003315,-0.1087106248817131,-1.1175840229739666,0.3414620790446065,0.3333333333333333,low,LL,0,6,0.027383676249245398,0.15384615384615385,0
G_027205,武江区,2023,2024,2023,0,0.2649897967613548,-5.165562242713312,-0.1240631250168022,-1.8339297287957712,0.3713913041842518,0.2857142857142857,low,LL,0,7,0.026902276828818694,0.14835164835164838,0
G_027946,曲江区,2023,2024,2023,0,0.2581747902940345,-3.753137823569009,-0.0917404870093456,-1.0800298086154916,0.4889049936645731,0.5,low,LL,0,6,0.026771172081950092,0.1428571428571429,0
G_026590,武江区,2023,2024,2023,0,0.0254030362521001,-19.748244558455035,-0.3169596637265924,-7.175206681154055,0.1393000502657728,0.0,low,LL,0,8,0.026636126412014745,0.13736263736263732,0
G_026995,武江区,2023,2024,2023,0,0.3126732863084044,-7.997145611418642,-0.1173588074022792,-2.10386467061534,0.2612204860870404,0.0,low,LL,0,5,0.025970915040514308,0.13186813186813184,0
G_054238,新丰县,2023,2024,2023,0,0.3193306718095792,-3.9587238552665793,-0.1234220868544535,-2.563695000253527,0.4720596358274528,0.6666666666666666,low,NS,0,3,0.024803186414745392,0.12637362637362637,0
G_059640,新丰县,2023,2024,2023,0,0.2260035038703514,-5.472437744984698,-0.116727624242207,-1.3412116537167948,0.3126217312315174,0.1666666666666666,low,LL,0,6,0.024747217839346247,0.1208791208791209,0
G_027170,曲江区,2023,2024,2023,0,0.283003204628084,-3.816329712332952,-0.1251594989924561,-1.866454225170872,0.3637016290363458,0.2,low,LL,0,5,0.02471163478387294,0.11538461538461542,0
G_052860,新丰县,2023,2024,2023,0,0.1646061953468854,-7.341452007653248,-0.0478618330193404,1.7538285857232472,0.4017982178542467,0.3333333333333333,low,LL,0,6,0.024621124238861744,0.10989010989010994,0
G_029441,曲江区,2023,2024,2023,0,0.3000042980106921,-3.0852743416763,-0.0540427267229952,-0.2238166538131731,0.41803968857466,0.5,low,LL,0,6,0.023901243620789596,0.10439560439560436,0
G_026794,武江区,2023,2024,2023,0,0.0,-19.4694269455398,-0.1295628527658242,0.1967646552251274,0.1265010120677761,0.0,low,LL,0,8,0.022526210049145665,0.09890109890109888,0
G_023561,武江区,2023,2024,2023,0,0.3099829160952493,-2.2224330766459435,-0.0780838611153559,-0.8565478065007515,0.3957195183752223,0.4285714285714285,low,LL,0,7,0.02120941803427126,0.09340659340659341,0
G_025974,武江区,2023,2024,2023,0,0.3073987442738944,-2.118501374694549,-0.0865930287911762,-0.5861410602229091,0.3860346046264766,0.0,low,LL,0,5,0.020306926927863674,0.08791208791208793,0
G_025986,武江区,2023,2024,2023,0,0.2834124819024847,-5.007436152259545,-0.0583891194248505,0.174719477829,0.3819934590889044,0.3333333333333333,low,LL,0,6,0.02003348846040105,0.08241758241758246,0
G_025571,武江区,2023,2024,2023,0,0.2984917175591365,-3.4013716524735766,-0.0063961760390734,2.515438621588088,0.4210591915302165,0.7142857142857143,low,LL,0,7,0.018755405535283605,0.07692307692307687,0
G_026385,武江区,2023,2024,2023,0,0.2124928856251771,-13.436678092736198,-0.1477862759123024,-2.2042645487484336,0.2446238514231928,0.2,low,LL,0,5,0.018566054398273194,0.0714285714285714,0
G_026589,武江区,2023,2024,2023,0,0.1422376762945081,-15.303969296884263,-0.156561598746726,-1.5978650488543913,0.113087560710076,0.0,low,LL,0,6,0.018113223613692803,0.06593406593406592,0
G_026388,武江区,2023,2024,2023,0,0.1716917159022669,-7.6108947560461235,-0.1018643194412823,-0.3834002560736991,0.2439031226126254,0.0,low,LL,0,7,0.017545358989117875,0.06043956043956045,0
G_061224,新丰县,2023,2024,2023,0,0.3088506775543533,-2.5879157821872645,-0.0363022499873935,0.7376071078186808,0.4131782456705573,0.6,low,LL,0,5,0.017085749794824193,0.05494505494505497,0
G_027403,武江区,2023,2024,2023,0,0.2195996665071422,-12.644431748128495,-0.1293888688007788,-1.3228389954822788,0.2720305501526275,0.0,low,LL,0,3,0.016854476465976882,0.0494505494505495,0
G_025379,武江区,2023,2024,2023,0,0.3040212710241768,-3.4420525685821604,-0.0704081986920657,-0.3351192746527895,0.4540220601428316,0.6666666666666666,low,LL,0,6,0.01530129975415111,0.04395604395604391,0
G_023980,武江区,2023,2024,2023,0,0.1312931590215985,-7.744235694106058,-0.3315464945193075,-8.451129934314364,0.3680718446805043,0.2857142857142857,low,LL,0,7,0.014115759083669435,0.038461538461538436,0
G_023771,武江区,2023,2024,2023,0,0.2557464201937925,-3.7919612671897416,-0.0995713023997795,-0.7698943395226054,0.301109393515612,0.1666666666666666,low,LL,0,6,0.013897802405656265,0.03296703296703296,0
G_053206,新丰县,2023,2024,2023,0,0.3019048274643767,-3.1628226228145047,-0.0286623326024147,1.1087828946813345,0.3885693990097156,0.5,low,LL,0,4,0.013362632843510872,0.027472527472527486,0
G_059639,新丰县,2023,2024,2023,0,0.3126448847161961,-2.625007623847126,-0.0804488619946967,-0.9826709346117166,0.288432187863309,0.0,low,LL,0,3,0.013144300004725768,0.02197802197802201,0
G_025582,武江区,2023,2024,2023,0,0.236811091725011,-5.298128813103361,-0.1182820381112434,-1.5406608539783306,0.4258512209542699,0.25,low,LL,0,4,0.010965300263158843,0.016483516483516536,0
G_025772,武江区,2023,2024,2023,0,0.2325868876344439,-4.975064083576588,-0.1332773474682068,-2.016678276434817,0.4291458940465342,0.6666666666666666,low,LL,0,6,0.010848721713782764,0.01098901098901095,0
G_025972,武江区,2023,2024,2023,0,0.2935155458118628,-3.225472222401512,-0.117270349158309,-1.65443298118718,0.4383074495845698,0.5,low,LL,0,4,0.009245360765630825,0.005494505494505475,0
G_026792,武江区,2023,2024,2023,0,0.1324975992969851,-10.058632608641323,-0.0874207367391136,0.5264692515659455,0.2074898932531169,0.0,low,LL,0,5,0.00880163999128082,0.0,0
